# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/home/jasper/OneDrive/Thesis/Plastic_tool/temps/ab-hydrolase/contigs-fixed.saf" "-F" "SAF" "-o" "/home/jasper/OneDrive/Thesis/Plastic_tool/temps/ab-hydrolase/ab-hydrolase_GC125648.bam_counts.out" "/home/jasper/Test_data/GC125648.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/jasper/Test_data/GC125648.bam
c_000001251352_6	c_000001251352	4856	5734	-	879	0
c_000001253150_1	c_000001253150	3	605	+	603	0
c_000001253286_1	c_000001253286	3	428	-	426	0
c_000001253443_5	c_000001253443	4032	4886	+	855	0
c_000001253811_1	c_000001253811	2	343	-	342	0
c_000001254271_2	c_000001254271	184	888	+	705	0
c_000001256047_1	c_000001256047	3	500	-	498	0
c_000001256223_2	c_000001256223	872	1648	+	777	0
c_000001256520_1	c_000001256520	2	271	-	270	0
c_000001257056_2	c_000001257056	336	1061	+	726	0
c_000001257907_2	c_000001257907	450	1319	-	870	0
c_000001257910_1	c_000001257910	1	543	+	543	0
c_000001257967_7	c_000001257967	5540	6646	+	1107	0
c_000001258576_1	c_000001258576	1	753	+	753	0
c_000001259046_1	c_000001259046	20	1129	-	1110	0
c_000001259357_1	c_000001259357	2	343	+	342	0
c_000001260032_2	c_000001260032	254	643	+	390	0
c_000001260271_3	c_000001260271	792	1733	+	942	0
c_000001260515_1	c_000001260515	1	294	-	294	0
c_000001260658_1	c_000001260658	2	463	+	462	0
c_000001262127_1	c_000001262127	2	1579	-	1578	0
c_000001263209_2	c_000001263209	1740	2552	+	813	0
c_000001263974_1	c_000001263974	1	660	-	660	0
c_000001264837_1	c_000001264837	2	616	+	615	0
c_000001264971_2	c_000001264971	278	1147	-	870	0
c_000001265018_1	c_000001265018	2	304	+	303	0
c_000001265429_1	c_000001265429	2	445	-	444	0
c_000001266068_1	c_000001266068	2	604	+	603	0
c_000001266194_2	c_000001266194	1027	1458	+	432	0
c_000001266356_1	c_000001266356	2	376	+	375	0
c_000001266467_1	c_000001266467	3	623	-	621	0
c_000001266578_1	c_000001266578	2	328	+	327	0
c_000001266634_4	c_000001266634	1824	2177	+	354	0
c_000001267134_8	c_000001267134	6007	6885	+	879	0
c_000001267199_2	c_000001267199	1005	1889	-	885	0
c_000001268645_2	c_000001268645	116	1363	+	1248	0
c_000001269853_2	c_000001269853	1472	1825	+	354	0
c_000001271517_1	c_000001271517	1	225	-	225	0
c_000001272240_2	c_000001272240	676	1530	-	855	0
c_000001272708_1	c_000001272708	1	390	+	390	0
c_000001273253_1	c_000001273253	1	408	-	408	0
c_000001273265_1	c_000001273265	2	649	-	648	0
c_000001273407_1	c_000001273407	1	423	-	423	0
c_000001273904_2	c_000001273904	188	1036	+	849	0
c_000001274001_1	c_000001274001	2	766	-	765	0
c_000001274057_1	c_000001274057	3	581	-	579	0
c_000001274068_1	c_000001274068	2	547	+	546	0
c_000001274475_4	c_000001274475	2107	2895	+	789	0
c_000001275216_1	c_000001275216	35	211	+	177	0
c_000001275731_3	c_000001275731	1991	2659	+	669	0
c_000001276299_3	c_000001276299	1121	1960	-	840	0
c_000001276416_1	c_000001276416	3	356	-	354	0
c_000001276600_1	c_000001276600	3	458	-	456	0
c_000001276706_1	c_000001276706	1	489	-	489	0
c_000001277178_2	c_000001277178	143	931	-	789	0
c_000001277293_6	c_000001277293	5215	6000	-	786	0
c_000001277651_1	c_000001277651	145	444	+	300	0
c_000001277785_1	c_000001277785	66	605	+	540	0
c_000001278016_9	c_000001278016	4921	5820	-	900	0
c_000001278729_1	c_000001278729	76	453	+	378	0
c_000001279259_1	c_000001279259	1	720	+	720	0
c_000001280467_2	c_000001280467	750	1253	-	504	0
c_000001280662_1	c_000001280662	2	673	-	672	0
c_000001280798_1	c_000001280798	1	465	-	465	0
c_000001281724_6	c_000001281724	7516	8337	+	822	0
c_000001281963_4	c_000001281963	2936	3736	-	801	0
c_000001281966_1	c_000001281966	382	762	+	381	0
c_000001282269_1	c_000001282269	1	510	-	510	0
c_000001282271_2	c_000001282271	392	937	-	546	0
c_000001283173_1	c_000001283173	3	329	+	327	0
c_000001284469_2	c_000001284469	100	753	-	654	0
c_000001284604_3	c_000001284604	2811	4193	-	1383	0
c_000001284786_1	c_000001284786	3	398	-	396	0
c_000001284956_1	c_000001284956	1	333	+	333	0
c_000001285155_1	c_000001285155	1	306	+	306	0
c_000001285273_2	c_000001285273	505	1209	+	705	0
c_000001285447_2	c_000001285447	281	877	+	597	0
c_000001285683_1	c_000001285683	3	431	+	429	0
c_000001286475_1	c_000001286475	1	315	-	315	0
c_000001287210_1	c_000001287210	2	355	-	354	0
c_000001287574_1	c_000001287574	3	335	+	333	0
c_000001287818_1	c_000001287818	2	397	-	396	0
c_000001287927_3	c_000001287927	2257	2664	+	408	0
c_000001288184_1	c_000001288184	40	726	+	687	0
c_000001288714_1	c_000001288714	2	781	+	780	0
c_000001289117_2	c_000001289117	486	1790	-	1305	0
c_000001290122_2	c_000001290122	2669	3475	+	807	0
c_000001290362_2	c_000001290362	226	708	+	483	0
c_000001290735_1	c_000001290735	1	255	-	255	0
c_000001291034_1	c_000001291034	1	363	-	363	0
c_000001291515_1	c_000001291515	2	655	+	654	0
c_000001291726_1	c_000001291726	3	359	+	357	0
c_000001292124_1	c_000001292124	1	348	+	348	0
c_000001292251_3	c_000001292251	793	1371	+	579	0
c_000001292478_2	c_000001292478	931	1830	+	900	0
c_000001292482_1	c_000001292482	3	431	+	429	0
c_000001292545_2	c_000001292545	265	1233	-	969	0
c_000001292757_1	c_000001292757	1	417	-	417	0
c_000001293038_6	c_000001293038	6116	7060	+	945	0
c_000001293197_1	c_000001293197	3	320	-	318	0
c_000001293715_1	c_000001293715	2	427	-	426	0
c_000001295440_1	c_000001295440	2	466	+	465	0
c_000001296660_4	c_000001296660	1956	2543	+	588	0
c_000001297899_1	c_000001297899	3	590	+	588	0
c_000001298110_1	c_000001298110	1	399	-	399	0
c_000001298425_2	c_000001298425	448	1314	-	867	0
c_000001298681_1	c_000001298681	1	660	-	660	0
c_000001298896_1	c_000001298896	1	708	-	708	0
c_000001300044_23	c_000001300044	24290	25204	-	915	0
c_000001300142_2	c_000001300142	548	979	+	432	0
c_000001300538_2	c_000001300538	732	1100	+	369	0
c_000001300774_2	c_000001300774	333	896	-	564	0
c_000001300969_1	c_000001300969	2	664	-	663	0
c_000001301669_1	c_000001301669	1	387	-	387	0
c_000001302015_1	c_000001302015	11	679	+	669	0
c_000001302074_1	c_000001302074	3	218	+	216	0
c_000001302172_1	c_000001302172	3	752	-	750	0
c_000001302493_2	c_000001302493	268	783	-	516	0
c_000001303555_2	c_000001303555	742	1563	+	822	0
c_000001303825_3	c_000001303825	1943	2968	-	1026	0
c_000001304603_7	c_000001304603	5213	6004	+	792	0
c_000001304778_1	c_000001304778	2	1108	+	1107	0
